Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments,lat,lng
JESSE DAVIDSON PARK 1-2 SPL PAD,Other,731 VISCOUNT RD,LONDON,N6J 4G9,500.00,Square feet,126,0.0,"1,740.02683",kWh,,,,,,,,,,,,,,,,,,,,,70.55461,3.48005,0.00000,,42.9471919692338,-81.278233156399
KINSMEN ARENA SPLASH PAD,Indoor ice rinks,20 GRANVILLE ST,LONDON,N6H 1J3,"56,520.00",Square feet,168,0.0,"1,077,800.35901",kWh,"112,138.54006",Cubic Meter,,,,,,,,,,,,,,,,,,,"255,714.80054",40.15541,0.00000,,42.9875432,-81.2646583
KIWANIS PARK PAVILLION SPL PAD,Other,612 HALE ST,LONDON,N5W 1H4,"1,253.00",Square feet,126,0.0,"6,412.53026",kWh,,,,,,,,,,,,,,,,,,,,,260.01528,5.11774,0.00000,,42.9952117142857,-81.1971415285714
KIWANIS SENIOR CENTRE,Community centres,78 RIVERSIDE DR,LONDON,N6H 1B4,"17,200.00",Square feet,168,0.0,"248,800.41542",kWh,"22,152.11604",Cubic Meter,,,,,,,,,,,,,,,,,,,"51,969.74794",28.15280,0.00000,,42.9827141569511,-81.2612008102205
LABATT PARK-CLUB HOUSE,Other,25 WILSON AVE,LONDON,N6H 1X2,"1,425.00",Square feet,168,0.0,"2,395.80007",kWh,,,,,,,,,,,,,,,,,,,,,97.14490,1.68126,0.00000,,42.9835046466667,-81.2600277133333
LABATT PARK-ENTRANCE SSTNDS,Other,25 WILSON,LONDON,N6H 1X2,"2,850.00",Square feet,126,0.0,"2,994.80764",kWh,,,,,,,,,,,,,,,,,,,,,121.43346,1.05081,0.00000,,42.9835046466667,-81.2600277133333
LABATT PARK-NSTNDS - JANITORS RM,Other,25 WILSON ST,LONDON,N6H 1X2,"5,740.00",Square feet,168,0.0,"41,556.38976",kWh,,,,,,,,,,,,,,,,,,,,,"1,685.02849",7.23979,0.00000,,,
LABATT PARK-SSTND,Other,25 WILSON AVE,LONDON,N6H 1X2,"17,736.00",Square feet,126,0.0,"243,871.32577",kWh,,,,,,,,,,,,,,,,,,,,,"9,888.49452",13.75007,0.00000,,42.9835046466667,-81.2600277133333
LAMBETH ARENA,Indoor ice rinks,7112  BEATTIE ST,LONDON,N6P 1A2,"38,519.00",Square feet,126,0.0,"601,870.91708",kWh,,,,,,,,,,,,,,,,,,,,,"24,404.66195",15.62530,0.00000,,42.9097001068087,-81.3045035745406
LAMBETH CC (NG ALSO FEEDS ARENA),Community centres,7112 BEATTIE ST,LONDON,N6P 1A2,"17,600.00",Square feet,168,0.0,897.90000,kWh,"69,164.38717",Cubic Meter,,,,,,,,,,,,,,,,,,,"130,800.46587",41.81600,0.00000,,42.9097001068087,-81.3045035745406
LAMBETH PARK (CAMPBELL ST)-BALL DIAMOND,Other,4200 CAMPBELL,LONDON,N6P 1S7,642.00,Square feet,168,0.0,"7,937.58206",kWh,,,,,,,,,,,,,,,,,,,,,321.85308,12.36383,0.00000,,42.9133161789922,-81.2938043031979
LANDFILL-W12-A,Other,3502 MANNING DR,LONDON,N6L 1K6,"2,183.00",Square feet,168,0.0,"374,825.35195",kWh,"28,184.13121",Cubic Meter,,,,,,,,,,,,,,,,,,,"68,484.09781",308.91434,0.00000,,42.8783643,-81.1938193
LITTLE LEAGUE PARK,Other,65 TWEED CRES,LONDON,N5X 1Z5,110.00,Square feet,168,0.0,13.64000,kWh,,,,,,,,,,,,,,,,,,,,,0.55307,0.12400,0.00000,,43.0402672699558,-81.2336894283877
MANOR PARK PUMP STN,Facilities related to the pumping of sewage,80 TECUMSEH AVE W,LONDON,N6C 1S1,0.00,Square feet,168,8.53,"1,092.35387",kWh,,,,,,,,,,,,,,,,,,,,,44.29276,0.00000,128.06024,,42.9695035,-81.2439573
MCMAHEN PARK,Other,640 ADELAIDE ST N,LONDON,N6B 2G4,"1,150.00",Square feet,168,0.0,"4,210.31767",kWh,,,,,,,,,,,,,,,,,,,,,170.71996,3.66115,0.00000,,42.99612345,-81.2349770333333
MCMAHEN PARK-PKG LOT-POLE BASE,Other,640 ADELAIDE ST N,LONDON,N6B 2G4,"1,150.00",Square feet,60,0.0,"2,715.60000",kWh,,,,,,,,,,,,,,,,,,,,,110.11215,2.36139,0.00000,,42.99612345,-81.2349770333333
MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",199 WONDERLAND RD S,LONDON,N6K 3T3,"6,127.00",Square feet,168,0.0,"21,055.55258",kWh,"7,486.19843",Cubic Meter,,,,,,,,,,,,,,,,,,,"15,007.36942",16.42194,0.00000,,42.9702105,-81.2925583
MEADOWGATE PARK,Other,3155 MEADOWGATE BLVD,LONDON,N6M 1L5,710.00,Square feet,126,0.0,"1,427.40846",kWh,,,,,,,,,,,,,,,,,,,,,57.87856,2.01043,0.00000,,42.9624434,-81.180372
MEDWAY ARENA & SPLASH,Indoor ice rinks,119 SHERWOOD FOREST SQ,LONDON,N6G 2C3,"25,022.00",Square feet,168,0.0,"408,363.62571",kWh,"43,999.25067",Cubic Meter,,,,,,,,,,,,,,,,,,,"99,744.49959",35.00831,0.00000,,43.0033943333333,-81.304071
MEDWAY PUMP STN,Facilities related to the pumping of sewage,1424 CORLEY DR,LONDON,N6G 2K4,0.00,Square feet,168,4418.18,"662,088.31006",kWh,,,,,,,,,,,,,,,,,,,,,"26,846.35680",0.00000,149.85544,,43.0104902633193,-81.2827210857311
MEREDITH PARK-FIELD HOUSE,Other,450 NELSON AVE,LONDON,N6B 1A8,900.00,Square feet,168,0.0,"3,203.89606",kWh,,,,,,,,,,,,,,,,,,,,,129.91158,3.55988,0.00000,,,
MURRAY PARK-FIELD HOUSE,Other,75 CLIFTONVALE AVE,LONDON,N6J 1J6,900.00,Square feet,126,0.0,"1,314.41000",kWh,,,,,,,,,,,,,,,,,,,,,53.29670,1.46046,0.00000,,42.9679469684211,-81.2676267631579
NICHOLS ARENA,Indoor ice rinks,799 HOMEVIEW RD,LONDON,N6C 5S6,"75,560.00",Square feet,126,0.0,"1,859,394.01703",kWh,"109,608.63532",Cubic Meter,,,,,,,,,,,,,,,,,,,"282,623.75397",40.02502,0.00000,,42.9428687,-81.2524955
NORTH LONDON OCC,Community centres,1345 CHEAPSIDE ST,LONDON,N5V 3N9,"55,200.00",Square feet,168,0.0,"644,040.00000",kWh,"67,422.40956",Cubic Meter,,,,,,,,,,,,,,,,,,,"153,585.16184",24.64838,0.00000,,43.015113,-81.208542
NORTHEAST RECREATION CENTRE-POOL,Other,1050 VICTORIA,LONDON,N5Y 1L2,"1,690.00",Square feet,168,0.0,"39,606.55839",kWh,"6,056.81100",Cubic Meter,,,,,,,,,,,,,,,,,,,"13,057.13714",61.52485,0.00000,,-38.255266,-72.110675
NORTHRIDGE POOL,Other,15 MCLEAN DR,LONDON,N5X 1Y3,"1,540.00",Square feet,168,0.0,"18,498.30451",kWh,,,,,,,,,,,,,,,,,,,,,750.06925,12.01189,0.00000,,43.037038875,-81.23634425
NORTHRIDGE PUMP STN,Facilities related to the pumping of sewage,19 1/2 BENSON CRES,LONDON,N5X 2B1,300.00,Square feet,168,221.21,"28,772.15353",kWh,,,,,,,,,,,,,,,,,,,,,"1,166.65328",95.90718,130.06715,,43.0374822339056,-81.2296749004293
OAKRDG PK-FLDHS-WADDING PL,Other,825 VALETTA ST,LONDON,N6H 2Z2,"1,420.00",Square feet,126,0.0,"4,263.31547",kWh,,,,,,,,,,,,,,,,,,,,,172.86892,3.00233,0.00000,,42.9753397401807,-81.3055440723341
OAKRIDGE ARENA-SPL PAD-POOL,Indoor ice rinks,825 VALETTA,LONDON,N6H 2Z2,"29,989.00",Square feet,126,0.0,"351,999.60981",kWh,"58,480.00710",Cubic Meter,,,,,,,,,,,,,,,,,,,"124,836.76056",32.46231,0.00000,,42.9753397401807,-81.3055440723341
OXFORD ENVIRO DEPOT,Other,1450 OXFORD ST W,LONDON,N6H 1W2,"1,000.00",Square feet,80,0.0,"142,856.89051",kWh,,,,,,,,,,,,,,,,,,,,,"5,792.56120",142.85689,0.00000,,42.9632143,-81.3690278
OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1570 OXFORD ST W,LONDON,N6H 1W2,"6,765.00",Square feet,168,0.0,,,"10,604.10000",Cubic Meter,,,,,,,,,,,,,,,,,,,"20,048.39777",16.65898,0.00000,,42.971562,-81.3345411
OXFORD PCP,Facilities related to the treatment of sewage,1570 OXFORD ST W,LONDON,N6H 1W2,"6,255.00",Square feet,168,3266.385,"2,819,929.26774",kWh,,,,,,,,,,,,,,,,,,,,,"114,342.49195",450.82802,863.31809,,42.971562,-81.3345411
OXFORD ST W SALT SHED,Other,1570 OXFORD ST W,LONDON,N6H 1W2,"16,946.00",Square feet,168,0.0,"48,811.14050",kWh,,,,,,,,,,,,,,,,,,,,,"1,979.19413",2.88039,0.00000,,42.971562,-81.3345411
PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,31 1/2 PAARDEBURG CRES,LONDON,N5Y 1B9,100.00,Square feet,168,54.8,"8,940.71568",kWh,,,,,,,,,,,,,,,,,,,,,362.52814,89.40716,163.15175,,43.0096572,-81.210976
PITCARNIE PUMP STN,Facilities related to the pumping of sewage,58 PITCARNIE CRES,LONDON,N6G 4N3,100.00,Square feet,168,9054.0,"6,228.99191",kWh,,,,,,,,,,,,,,,,,,,,,252.57316,62.28992,0.68798,,43.0112179,-81.3042094
PLANNING/DEV - RENTAL,Other,520 WELLINGTON ST UN 11 &12,LONDON,N6A 4L9,"2,819.00",Square feet,168,0.0,"35,283.11452",kWh,,,,,,,,,,,,,,,,,,,,,"1,430.65973",12.51618,0.00000,,,
POND MILLS PUMP STN 1,Facilities related to the pumping of sewage,1121 COMMISSIONERS RD E,LONDON,N5Z 4L9,"1,020.00",Square feet,168,347.52,"52,773.60000",kWh,,,,,,,,,,,,,,,,,,,,,"2,139.86393",51.73882,151.85773,,42.9617456,-81.1979785
POND MILLS PUMP STN,Facilities related to the pumping of sewage,1121 COMMISSIONERS RD E,LONDON,N5Z 4L9,"1,020.00",Square feet,168,1428.28,"345,044.36000",kWh,,,,,,,,,,,,,,,,,,,,,"13,990.85871",338.27878,241.58033,,42.9617456,-81.1979785
POTTERSBURG PCP,Facilities related to the pumping of water,1139 HAMILTON RD,LONDON,N5W 1B1,"11,930.00",Square feet,70,8519.1,"4,642,684.44097",kWh,"81,391.77813",Cubic Meter,,,,,,,,,,,,,,,,,,,"342,133.06203",461.66791,646.51173,,42.96536,-81.1441235
PROVINCIAL OFFENCE ACT OFFICES,"Administrative offices and related facilities, including municipal council chambers",824 DUNDAS ST,LONDON,N5W 5R1,"22,690.00",Square feet,168,0.0,"307,645.71429",kWh,"27,725.38053",Cubic Meter,,,,,,,,,,,,,,,,,,,"64,892.77144",26.54495,0.00000,,42.9911735352941,-81.2240402705882
RIVER BEND PUMP STN,Facilities related to the pumping of water,2120 KAINS RD,LONDON,N6K 0C1,"3,800.00",Square feet,168,228.92,"200,994.78696",kWh,,,,,,,,,,,,,,,,,,,,,"8,149.93662",52.89336,878.01322,,42.9694926,-81.3702385
RIVER RD GOLF COURSE-MAIN CLUBHOUSE,Other,2115 RIVER RD,LONDON,N5W 6C4,"4,500.00",Square feet,168,0.0,"76,322.54906",kWh,"7,450.45003",Cubic Meter,,,,,,,,,,,,,,,,,,,"17,180.74870",34.55650,0.00000,,42.9786131,-81.1335514
RIVER RD GOLF COURSE-MTCE BLDG,Other,2115 RIVER RD,LONDON,N5W 6C4,"2,400.00",Square feet,70,0.0,"12,303.50764",kWh,,,,,,,,,,,,,,,,,,,,,498.88263,5.12646,0.00000,,42.9786131,-81.1335514
ROSE GARDEN - OFFICE/STORAGE,Other,645 SPRINGBANK DR,LONDON,N6K 4T1,"6,240.00",Square feet,168,0.0,"50,841.74561",kWh,"8,187.25176",Cubic Meter,,,,,,,,,,,,,,,,,,,"17,540.57033",22.09199,0.00000,,42.9619785428571,-81.2967508821429
ROWNTREE PARK SPLASH PAD,Other,750 WHETTER AVE,LONDON,N6C 2C3,896.00,Square feet,168,0.0,"1,927.41162",kWh,,,,,,,,,,,,,,,,,,,,,78.15269,2.15113,0.00000,,42.9659825,-81.2263211
SANDFORD PUMP STN,Facilities related to the pumping of sewage,1251 SANDFORD,LONDON,N5V 3Y1,100.00,Square feet,168,123.5,"24,989.51569",kWh,,,,,,,,,,,,,,,,,,,,,"1,013.27488",249.89516,202.34426,,43.023127,-81.204989
SE 3,Other,28 CLARKE RD,LONDON,N5W 5W5,980.00,Square feet,126,0.0,"27,291.86138",kWh,,,,,,,,,,,,,,,,,,,,,"1,106.63040",27.84884,0.00000,,43.041672,-81.1945997
SILVERWOOD ARENA,Indoor ice rinks,50 SYCAMORE ST,LONDON,N5Z 1K8,"25,032.00",Square feet,168,0.0,"290,544.00000",kWh,"23,304.58123",Cubic Meter,,,,,,,,,,,,,,,,,,,"55,841.24861",21.50127,0.00000,,42.98324692,-81.20611992
SILVERWOOD BATH HOUSE-SNORKLE,Other,50 SYCAMORE ST,LONDON,N5Z 1K8,"3,720.00",Square feet,168,0.0,"3,150.09941",kWh,,,,,,,,,,,,,,,,,,,,,127.73023,0.84680,0.00000,,42.98324692,-81.20611992
SOUTH LEAKSDALE,Other,287 SOUTH LEAKSDALE CIR,LONDON,N6M 1K3,"1,050.00",Square feet,126,0.0,"3,131.74395",kWh,,,,,,,,,,,,,,,,,,,,,126.98595,2.98261,0.00000,,42.9609751215987,-81.1725374513877
SOUTH LONDON CC,Community centres,1119 JALNA BLVD,LONDON,N6E 3B3,"29,460.00",Square feet,126,0.0,"257,144.00000",kWh,"78,738.26934",Cubic Meter,,,,,,,,,,,,,,,,,,,"159,291.37287",37.13363,0.00000,,42.9306748,-81.2273092
SOUTH LONDON POOL - TVDSB,Indoor swimming pools,565 BRADLEY AVE,LONDON,N63 3Z8,"18,116.00",Square feet,168,0.0,"837,208.22581",kWh,"116,476.90323",Cubic Meter,,,,,,,,,,,,,,,,,,,"254,161.49726",114.54509,0.00000,,42.9341639,-81.2362539
SOUTHCREST POOL,Other,10 HAZELWOOD AVE,LONDON,N6J 3K1,"4,636.00",Square feet,168,0.0,"59,073.68155",kWh,,,,,,,,,,,,,,,,,,,,,"2,395.31964",12.74238,0.00000,,,
SOUTHEAST OPT PK-FLD HS-SPL PAD,Other,237 DEVERON CRES,LONDON,N5Z 4J7,"1,138.00",Square feet,168,0.0,"16,282.02910",kWh,,,,,,,,,,,,,,,,,,,,,660.20372,14.30758,0.00000,,42.9551455,-81.1943741
SOUTHLAND POLLUTION PLANT,Facilities related to the pumping of sewage,100 DENNIS AVE,LONDON,N6P 1B5,640.00,Square feet,168,95.26,"172,184.18593",kWh,,,,,,,,,,,,,,,,,,,,,"6,981.72437",269.03779,"1,807.51822",,42.9076268,-81.2898129
SOUTHWEST OPT PARK 1-2,Other,682 SOUTHDALE RD W,LONDON,N6K 4W7,"1,734.00",Square feet,168,0.0,"32,605.14768",kWh,,,,,,,,,,,,,,,,,,,,,"1,322.07353",18.80343,0.00000,,42.9372429263158,-81.3073540736842
SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,3938 WEST GRAHAM PL,LONDON,N6P 1G3,430.00,Square feet,126,94.51,"99,475.82672",kWh,,,,,,,,,,,,,,,,,,,,,"4,033.54582",231.33913,"1,052.54287",,42.9162442664427,-81.3204768112991
SPRINGBANK GARDENS COM CTRE,Community centres,205 WONDERLAND RD S,LONDON,N6K 3T3,"2,420.00",Square feet,168,0.0,"36,029.49274",kWh,"4,983.18542",Cubic Meter,,,,,,,,,,,,,,,,,,,"10,882.26878",36.77259,0.00000,,42.9613026,-81.2933324
SPRINGBANK PARK WASHROOM,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C6,"1,001.00",Square feet,168,0.0,"36,362.81402",kWh,,,,,,,,,,,,,,,,,,,,,"1,474.43938",36.32649,0.00000,,42.9566914457614,-81.3214651924432
SPRINGBANK PARK-CONCESSION,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C6,869.00,Square feet,70,0.0,"4,986.67683",kWh,,,,,,,,,,,,,,,,,,,,,202.19977,5.73841,0.00000,,42.9566914457614,-81.3214651924432
SPRINGBANK PARK-FLINT COTTAGE,Community centres,1097 SPRINGBANK DR,LONDON,N6K 1C5,"1,773.00",Square feet,168,0.0,"2,106.25707",kWh,"1,525.33937",Cubic Meter,,,,,,,,,,,,,,,,,,,"2,969.25231",10.33120,0.00000,,42.9546621,-81.3156959
SPRINGBANK PARK-FLINT SHELTER,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C6,"1,635.00",Square feet,168,0.0,"10,630.21389",kWh,,,,,,,,,,,,,,,,,,,,,431.03391,6.50166,0.00000,,42.9566914457614,-81.3214651924432
SPRINGBANK PARK-PUMP HOUSE LIGHTS,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C6,"1,635.00",Square feet,168,0.0,588.36211,kWh,,,,,,,,,,,,,,,,,,,,,23.85691,0.35985,0.00000,,42.9566914457614,-81.3214651924432
SPRINGBANK PARK-PUMP HOUSE,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C6,"5,493.00",Square feet,168,0.0,"113,850.61564",kWh,,,,,,,,,,,,,,,,,,,,,"4,616.41476",20.72649,0.00000,,42.9566914457614,-81.3214651924432
SPRINGBANK PMP HSE  FCV #8-12,Other,883 SPRINGBANK DR,LONDON,N6K 1A5,"3,209.00",Square feet,168,0.0,"1,518.40000",kWh,,,,,,,,,,,,,,,,,,,,,61.56808,0.47317,0.00000,,42.9558665124122,-81.3131124255495
SPRINGBANK PUMP STN/# 3 RES(split),Facilities related to the pumping of water,844 COMMISSIONERS RD W,LONDON,N6K 1C2,0.00,Square feet,168,4392.0,"715,283.97382",kWh,,,,,,,,,,,,,,,,,,,,,"29,003.33457",0.00000,162.86065,,42.9531075043478,-81.3094974652174
ST JULIEN PARK-FIELD HOUSE,Other,15 TOMMY HUNTER WAY,LONDON,N5Z 2T4,556.00,Square feet,168,0.0,"4,258.60772",kWh,,,,,,,,,,,,,,,,,,,,,172.67803,7.65937,0.00000,,42.9774977,-81.1988527
STANLEY STREET PUMP STN,Facilities related to the pumping of sewage,10 BECHER ST,LONDON,N6C 1B1,0.00,Square feet,168,68.7,"10,044.25018",kWh,28.34000,Cubic Meter,,,,,,,,,,,,,,,,,,,460.85463,0.00000,150.58867,,42.9792895,-81.2593287
STONEYBROOK RECREATION,Other,1207 ADELAIDE ST N,LONDON,N5X 1J9,"2,712.00",Square feet,70,0.0,"74,984.81379",kWh,,,,,,,,,,,,,,,,,,,,,"3,040.48423",27.64927,0.00000,,43.0114376,-81.2427961
STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1220 ADELAIDE ST N,LONDON,N5Y 2N4,"2,440.00",Square feet,168,0.0,"13,860.53393",kWh,,,,,,,,,,,,,,,,,,,,,562.01693,5.68055,0.00000,,43.0114376,-81.2427961
STORYBOOK -CONCESSION-PIECES OF 8,Other,1958 STORYBOOK LN,LONDON,N6K 4Y6,"1,050.00",Square feet,168,0.0,"10,590.10607",kWh,,,,,,,,,,,,,,,,,,,,,429.40762,10.08582,0.00000,,42.9575299,-81.3197528
STORYBOOK PLAYWORLD,Other,1958 STORYBOOK LN,LONDON,N6K 4Y6,"14,300.00",Square feet,168,0.0,26.20000,kWh,,,,,,,,,,,,,,,,,,,,,1.06236,0.00183,0.00000,,42.9575299,-81.3197528
STRONACH - STADIUM/CONCESSION,Other,1221 SANDFORD ST,LONDON,N5V 2J8,"1,800.00",Square feet,126,0.0,"30,549.46952",kWh,,,,,,,,,,,,,,,,,,,,,"1,238.71989",16.97193,0.00000,,43.020539,-81.203634
STRONACH ARENA & POOL & SPLASH,Indoor recreational facilities,1221 SANDFORD,LONDON,N5V 2J8,"76,692.00",Square feet,168,0.0,"1,477,417.05168",kWh,"126,141.56827",Cubic Meter,,,,,,,,,,,,,,,,,,,"298,392.96140",36.74466,0.00000,,43.020539,-81.203634
SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,135 OPTIMIST PK DR,LONDON,N6K 4M1,625.00,Square feet,168,112.76,"39,216.30158",kWh,,,,,,,,,,,,,,,,,,,,,"1,590.14260",62.74608,347.78558,,42.9386549979543,-81.3360206596018
SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,18 MACKELLAR AVE,LONDON,N6H 3L9,0.00,Square feet,168,144.78,"24,631.96959",kWh,,,,,,,,,,,,,,,,,,,,,998.77710,0.00000,170.13379,,42.9658544,-81.2987181
TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,6664 PACK RD,LONDON,N6P 1M1,196.00,Square feet,70,138.28,"67,696.83510",kWh,,,,,,,,,,,,,,,,,,,,,"2,744.97127",345.39202,489.56346,,42.9256433,-81.3147283
T-BLOCK(NG shared WOLSELY),"Administrative offices and related facilities, including municipal council chambers",652 ELIZABETH ST,LONDON,N5Y 4T7,"16,320.00",Square feet,168,0.0,"40,641.76816",kWh,"31,585.12347",Cubic Meter,,,,,,,,,,,,,,,,,,,"61,363.62964",23.05891,0.00000,,42.9987718,-81.233576
THAMES GC-SNK B 10TH/PARK LT,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,950.00,Square feet,168,0.0,"22,108.52747",kWh,,,,,,,,,,,,,,,,,,,,,896.45657,23.27213,0.00000,,,
THAMES GOLF COURSE-IRRIGATION PUMP,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,950.00,Square feet,168,0.0,"119,465.10000",kWh,,,,,,,,,,,,,,,,,,,,,"4,844.07087",125.75274,0.00000,,,
THAMES GOLF COURSE-MAIN CLUBHOUSE,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,"12,550.00",Square feet,168,0.0,"250,487.00704",kWh,,,,,,,,,,,,,,,,,,,,,"10,156.74716",19.95912,0.00000,,,
THAMES GOLF COURSE-MTCE BLDG,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,"4,200.00",Square feet,168,0.0,"19,687.81719",kWh,,,,,,,,,,,,,,,,,,,,,798.30161,4.68758,0.00000,,,
THAMES PARK - BALL DIAMOND LIGHT,Other,15 RIDOUT ST,LONDON,N6Z 4H6,"5,264.00",Square feet,168,0.0,"34,472.30421",kWh,,,,,,,,,,,,,,,,,,,,,"1,397.78299",6.54869,0.00000,,,
THAMES PARK-FIELD HOUSE,Other,15 RIDOUT ST,LONDON,N6Z 4H6,"1,133.00",Square feet,168,0.0,"1,350.07057",kWh,,,,,,,,,,,,,,,,,,,,,54.74266,1.19159,0.00000,,,
THAMES PARK-POOL,Other,15 RIDOUT ST,LONDON,N6Z 4H6,"5,264.00",Square feet,70,0.0,"111,408.19500",kWh,"84,088.08300",Cubic Meter,,,,,,,,,,,,,,,,,,,"163,496.57959",190.93419,0.00000,,,
TOURISM LONDON,"Administrative offices and related facilities, including municipal council chambers",696 WELLINGTON RD,LONDON,N6C 4R2,"3,400.00",Square feet,168,0.0,"35,409.48563",kWh,"7,708.76932",Cubic Meter,,,,,,,,,,,,,,,,,,,"16,010.19124",34.51075,0.00000,,42.94773575,-81.2269444506159
TRAFALGAR PUMP STN,Facilities related to the treatment of sewage,2264 TRAFALGAR ST,LONDON,N5V 4Z8,"1,600.00",Square feet,168,544.37,"86,854.48630",kWh,,,,,,,,,,,,,,,,,,,,,"3,521.77571",54.28405,159.55046,,42.9829737,-81.2031709
TRAFFIC SIGNALS MTCE,Other,SEVERAL LOCATIONS,LONDON,N6B 1Z2,394.00,Square feet,168,0.0,"735,264.51000",kWh,,,,,,,,,,,,,,,,,,,,,"29,813.50535","1,866.15358",0.00000,,,
VAUXHALL PARK-FIELD HOUSE,Other,54 PRICE ST,LONDON,N5Z 2H9,"1,266.00",Square feet,168,0.0,"25,809.65520",kWh,,,,,,,,,,,,,,,,,,,,,"1,046.52990",20.38677,0.00000,,42.9756733084415,-81.2073481708143
VAUXHALL PCP,Facilities related to the treatment of sewage,54 PRICE ST,LONDON,N5Z 2H9,0.00,Square feet,168,4912.9,"2,277,774.87774",kWh,"44,234.51926",Cubic Meter,,,,,,,,,,,,,,,,,,,"175,990.19219",0.00000,559.32127,,42.9756733084415,-81.2073481708143
VICTORIA PARK BANDSHELL-ELEC RM,Other,580 CLARENCE ST,LONDON,N6A 3N1,"8,145.00",Square feet,168,0.0,"93,114.81212",kWh,"16,004.59214",Cubic Meter,,,,,,,,,,,,,,,,,,,"34,034.33343",32.31529,0.00000,,42.9887762,-81.2496924
VICTORIA PUMP STN,Facilities related to the pumping of sewage,27 VICTORIA ST,LONDON,N6A 2B3,0.00,Square feet,168,23.68,"6,640.17759",kWh,,,,,,,,,,,,,,,,,,,,,269.24592,0.00000,280.41291,,43.0010093,-81.2672495
WEATHER STATION,Other,1570 OXFORD ST W,LONDON,N6H 1W2,"1,000.00",Square feet,168,0.0,"7,008.00000",kWh,,,,,,,,,,,,,,,,,,,,,284.16038,7.00800,0.00000,,42.971562,-81.3345411
WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,3129 POMEROY LN,LONDON,N6P 0B6,0.00,Square feet,168,61.42,"37,379.69089",kWh,,,,,,,,,,,,,,,,,,,,,"1,515.67171",0.00000,608.59152,,42.936817,-81.3114316
WESTMINSTER OPT PK POOL,Other,650 OSGOODE DR,LONDON,N6E 2G2,"1,803.00",Square feet,168,0.0,"41,688.01807",kWh,"29,781.66400",Cubic Meter,,,,,,,,,,,,,,,,,,,"57,996.38382",198.66939,0.00000,,42.9422272,-81.2084565
WESTMOUNT LIONS PARK,Other,784 VISCOUNT RD,LONDON,N6J 4G1,"1,335.00",Square feet,168,0.0,4.58078,kWh,,,,,,,,,,,,,,,,,,,,,0.18574,0.00343,0.00000,,42.9476957,-81.2820754
WESTMOUNT PUMP STN,Facilities related to the pumping of sewage,603 WONDERLAND RD S,LONDON,N6J 4G7,"1,335.00",Square feet,168,613.3,"75,218.30306",kWh,,,,,,,,,,,,,,,,,,,,,"3,049.95175",56.34330,122.64520,,42.9538612727273,-81.2908736948052
WESTMOUNT RD S PUMP STN WSTM,Facilities related to the pumping of water,603 WONDERLAND RD S,LONDON,N6J 4G7,"1,224.00",Square feet,168,1402.27,"326,856.00000",kWh,,,,,,,,,,,,,,,,,,,,,"13,253.35709",267.03922,233.09063,,42.9538612727273,-81.2908736948052
WICKERSON PUMP STN,Facilities related to the pumping of water,2080 WICKERSON RD,LONDON,N6K 5C4,"1,120.00",Square feet,70,361.8,"102,655.83193",kWh,,,,,,,,,,,,,,,,,,,,,"4,162.48867",91.65699,283.73641,,42.9491795080899,-81.3503068588759
WILTON GROVE STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1554 WILTON GROVE,LONDON,N6N 1M4,"21,900.00",Square feet,70,0.0,"35,380.78779",kWh,"6,392.11810",Cubic Meter,,,,,,,,,,,,,,,,,,,"13,519.73125",4.71757,0.00000,,42.9344818,-81.2082381
WINDERMERE FIELDS-SOCCER LIGHTIN,Other,745 WINDERMERE RD,LONDON,N5X 3P1,"9,330.00",Square feet,70,0.0,"41,470.65000",kWh,,,,,,,,,,,,,,,,,,,,,"1,681.55192",4.44487,0.00000,,43.023127,-81.2492145
